lc_group,bin,x_mean,y_mean,y_sd,y_se,n,variable,bs_id
Wetland,5,1.06867272607477,2.62392755310681,3.68924496633136,0.134802077242304,749,wet_sev_z,b04
Wetland,6,1.2673004563543,2.83717136153402,3.60727701411817,0.129244111590144,779,wet_sev_z,b04
Wetland,7,1.46858917150101,3.21844850381542,4.10633933299748,0.130772485326931,986,wet_sev_z,b04
Wetland,8,1.6714070578534,3.32123408982592,4.50453826742816,0.162968474943947,764,wet_sev_z,b04
Wetland,9,1.87157808321799,3.84154445997751,4.46566257335853,0.18574707577134,578,wet_sev_z,b04
Wetland,10,2.08371256882353,4.44636051508039,5.26185073827736,0.232998666965428,510,wet_sev_z,b04
Wetland,11,2.2759624922049,4.53070088035858,4.76983179600031,0.225102279955761,449,wet_sev_z,b04
Wetland,12,2.48653041518987,4.7590141985443,5.50102323539313,0.309456734242687,316,wet_sev_z,b04
Wetland,13,2.68575758741722,4.45415949764901,5.08350882778831,0.292523061875717,302,wet_sev_z,b04
Wetland,14,2.88890476298077,4.27825248019231,4.60268485205343,0.319138773824616,208,wet_sev_z,b04
Wetland,15,3.0982694742268,5.8083255256701,5.49184925548771,0.557612808105136,97,wet_sev_z,b04
Non-wetland,1,0.239626302397959,1.99037187016837,3.01749724822444,0.215535517730317,196,wet_sev_z,b04
Non-wetland,2,0.443243581555556,1.46257141030556,1.86565918333488,0.139058025226118,180,wet_sev_z,b04
Non-wetland,3,0.669519008857143,1.87748332772143,1.98507793840757,0.118631097187163,280,wet_sev_z,b04
Non-wetland,4,0.863916917001934,1.56060841472727,1.80612998732158,0.079433506018184,517,wet_sev_z,b04
Non-wetland,5,1.06816038903846,1.55010403295353,1.93213860967647,0.0773474471157551,624,wet_sev_z,b04
Non-wetland,6,1.26740528633803,1.46771266837606,2.19516697478861,0.0823831485503805,710,wet_sev_z,b04
Non-wetland,7,1.47012190524017,1.72976679383843,2.32329639350963,0.0767638735600695,916,wet_sev_z,b04
Non-wetland,8,1.67433228534386,1.67744174748365,2.41028491766489,0.0809294470826228,887,wet_sev_z,b04
Non-wetland,9,1.87653779694323,1.8089382333246,2.81740113017527,0.107490557645722,687,wet_sev_z,b04
Non-wetland,10,2.08644188341463,2.05305123786667,2.75792083291546,0.111210101610465,615,wet_sev_z,b04
Non-wetland,11,2.27807588432671,1.88840734719868,2.92020551998187,0.137203224005689,453,wet_sev_z,b04
Non-wetland,12,2.48463454963768,1.8715188385942,2.35803746931809,0.141937176176033,276,wet_sev_z,b04
Non-wetland,13,2.6949662,1.44442857350962,1.62169806688399,0.112444529489828,208,wet_sev_z,b04
Non-wetland,14,2.89506619041096,1.90869171493151,1.92640678755014,0.159430560122007,146,wet_sev_z,b04
Non-wetland,15,3.10090129,2.17439860638889,2.42541944316808,0.255661657388948,90,wet_sev_z,b04
Wetland,1,823.388315259259,4.43619268491407,4.68853902139014,0.127605869350376,1350,ppt,b05
Wetland,2,888.396742857143,4.40771232046963,4.87931930897079,0.103094436853892,2240,ppt,b05
Wetland,3,971.848604362801,4.15566659276005,4.5256140673613,0.153344582766878,871,ppt,b05
Wetland,4,1051.32688631769,2.96557461123105,3.59475048583305,0.215987623788012,277,ppt,b05
Wetland,5,1151.99578148148,1.56594252154497,2.51511549507298,0.129363582143775,378,ppt,b05
Wetland,6,1230.78766372847,1.57127325175887,2.22256465675332,0.070745012486688,987,ppt,b05
Wetland,7,1310.04844503311,2.58860714912252,3.15187838122866,0.128248112504711,604,ppt,b05
Wetland,8,1371.89842743363,2.04289022513274,2.13970311447754,0.20128633719344,113,ppt,b05
Wetland,9,1474.82485238095,1.49321788428571,1.09657121458145,0.239291456939484,21,ppt,b05
Wetland,10,1548.66109473684,1.389021798,2.46939448740465,0.566517948543857,19,ppt,b05
Wetland,11,1643.9752,2.5134469981875,4.01703065191061,1.00425766297765,16,ppt,b05
Wetland,12,1724.14568235294,1.34269162,1.2800271167283,0.310452176819154,17,ppt,b05
Wetland,13,1796.90069444444,0.98911736,0.903074077634259,0.21285660140299,18,ppt,b05
Wetland,14,1881.0437625,1.083333340625,0.933800196236438,0.330148225516057,8,ppt,b05
Wetland,15,1972.777935,0.9440151595,0.826550254866664,0.184822255670164,20,ppt,b05
Non-wetland,1,821.91496388422,2.66990633510271,3.25079851089477,0.0993334036359594,1071,ppt,b05
Non-wetland,2,894.289283275154,1.98319707332033,2.69601467636212,0.0610840432218138,1948,ppt,b05
Non-wetland,3,969.090646186007,1.50731977248208,1.93563125576562,0.0565403926885256,1172,ppt,b05
Non-wetland,4,1052.68084434211,1.56408295766842,2.10958413025443,0.108219382477172,380,ppt,b05
Non-wetland,5,1149.97113868922,1.19798580136152,1.50600772843093,0.0692463091283111,473,ppt,b05
Non-wetland,6,1232.15159091847,1.10799591179257,1.33966477357203,0.0430362329112185,969,ppt,b05
Non-wetland,7,1307.24994178571,1.76677486058929,1.91593069472194,0.0809628489204604,560,ppt,b05
Non-wetland,8,1372.54525837838,1.9452743644,1.81915548667405,0.133746971366494,185,ppt,b05
Non-wetland,9,1473.51581176471,1.32593582470588,1.08417294866591,0.26295056375217,17,ppt,b05
Non-wetland,10,1550.28968125,1.522389075,3.5480757286062,0.887018932151549,16,ppt,b05
Non-wetland,11,1630.59447142857,0.797402588571429,0.844801433025484,0.225782680159787,14,ppt,b05
Non-wetland,12,1729.39521333333,0.852300793333333,0.625676701133399,0.16154902957331,15,ppt,b05
Non-wetland,13,1815.1978173913,0.877316643043478,0.70520623436402,0.14704566474781,23,ppt,b05
Non-wetland,14,1881.39722,0.837878801933333,1.1252734783445,0.290544362770475,15,ppt,b05
Non-wetland,15,1970.279532,0.75340067824,0.477310613757154,0.0954621227514308,25,ppt,b05
Wetland,1,0.212024542161616,2.68660669010101,3.57359152462759,0.359159461854055,99,wet_sev_z,b05
Wetland,2,0.424514048592593,3.01092671863704,3.83258250173672,0.329856182270939,135,wet_sev_z,b05
Wetland,3,0.650959902173913,2.50275294075362,2.99587912891067,0.180330732337881,276,wet_sev_z,b05
Wetland,4,0.836704973185841,2.14557777623894,2.72789204779297,0.114763280986021,565,wet_sev_z,b05
Wetland,5,1.05063756064748,2.55875235019424,3.56169779815709,0.135102898197229,695,wet_sev_z,b05
Wetland,6,1.25579823573265,2.89772568758226,3.66234532203071,0.131301441175473,778,wet_sev_z,b05
Wetland,7,1.46046610807265,3.10340351715742,3.72652531462389,0.118376977916478,991,wet_sev_z,b05
Wetland,8,1.66359607185554,3.42829622368618,4.27805965287644,0.150969446710457,803,wet_sev_z,b05
Wetland,9,1.87567725912637,3.72250878795164,3.96449695055189,0.156588214963392,641,wet_sev_z,b05
Wetland,10,2.09224219252174,4.65562444206261,5.22491582068775,0.217894052169649,575,wet_sev_z,b05
Wetland,11,2.29203349284065,4.35682809361894,4.82450837796019,0.231851076520299,433,wet_sev_z,b05
Wetland,12,2.5108481375,4.16409174716193,4.80941966084728,0.256342929236849,352,wet_sev_z,b05
Wetland,13,2.7116868005848,4.79989387461988,5.27727012430576,0.285362086418599,342,wet_sev_z,b05
Wetland,14,2.91591218602151,5.20453883580645,5.16191631539091,0.378490067816865,186,wet_sev_z,b05
Wetland,15,3.12229027777778,5.75808925933333,5.74871632774726,0.605967907262678,90,wet_sev_z,b05
Non-wetland,1,0.214727446425926,1.64206564327161,1.95950297429847,0.153953093431295,162,wet_sev_z,b05
Non-wetland,2,0.428989619569378,1.86980378404785,2.30637673450086,0.159535414637845,209,wet_sev_z,b05
Non-wetland,3,0.646343972488688,1.75869539934842,1.83409813552703,0.12337479172884,221,wet_sev_z,b05
Non-wetland,4,0.842949074596413,1.80709001653139,2.04203530626113,0.0966931742019974,446,wet_sev_z,b05
Non-wetland,5,1.04933090840871,1.5401474928392,1.86659680772438,0.076394721710365,597,wet_sev_z,b05
Non-wetland,6,1.25499281187845,1.4024078550732,1.74185946638207,0.0647356972473502,724,wet_sev_z,b05
Non-wetland,7,1.46920492508108,1.68283682520649,2.39136451592367,0.0786275809391634,925,wet_sev_z,b05
Non-wetland,8,1.67343716621622,1.67110490457658,2.42235065370924,0.0812887654544303,888,wet_sev_z,b05
Non-wetland,9,1.87660451141678,1.87477552948143,2.66499905754784,0.098839344008226,727,wet_sev_z,b05
Non-wetland,10,2.08950507361702,1.92062453560426,2.64667855584578,0.0996796811491969,705,wet_sev_z,b05
Non-wetland,11,2.29286767066929,1.97200216858661,2.88198195276621,0.127867272290343,508,wet_sev_z,b05
Non-wetland,12,2.50473946666667,1.52100083207801,1.85966601251091,0.110741499491079,282,wet_sev_z,b05
Non-wetland,13,2.72293066638298,1.87052654302128,2.42819194864286,0.158397777486208,235,wet_sev_z,b05
Non-wetland,14,2.91153954360902,2.4847513213609,3.12567321520321,0.271030240637721,133,wet_sev_z,b05
Non-wetland,15,3.13736784141414,2.37387002030303,2.27061661827931,0.228205556532669,99,wet_sev_z,b05
Wetland,1,822.067790964427,4.33876456547273,4.46725331700294,0.125601642062331,1265,ppt,b06
Wetland,2,887.592529013393,4.3565964035393,4.89512152953724,0.103428319702539,2240,ppt,b06
Wetland,3,969.992631772455,4.33606651536168,4.52588484962155,0.156624703705447,835,ppt,b06
Wetland,4,1043.98779848765,3.06926971486728,3.72613145233175,0.20700730290732,324,ppt,b06
Wetland,5,1145.56472857143,1.87526163781429,3.21683836860328,0.17194724348489,350,ppt,b06
Wetland,6,1221.86883667401,1.50709588551211,2.25806730897768,0.074936595606515,908,ppt,b06
Wetland,7,1289.73535843072,2.08383557901002,2.62970494689959,0.107446831264716,599,ppt,b06
Wetland,8,1357.71208089431,2.60111199786585,2.58065148404522,0.164536329075958,246,ppt,b06
Wetland,9,1443.06708076923,1.56107226384615,1.92425080331004,0.377376630581711,26,ppt,b06
Wetland,10,1514.20706666667,3.17676763777778,3.29654926642629,1.09884975547543,9,ppt,b06
Wetland,11,1620.17079285714,1.67207791685714,1.43283682039352,0.38294174807622,14,ppt,b06
Wetland,12,1699.63936086957,0.797731983130435,1.00305090669578,0.209150572079087,23,ppt,b06
Wetland,13,1773.92552857143,1.834740255,1.95145547688395,0.521548414288807,14,ppt,b06
Wetland,14,1859.9282375,1.0394886475625,0.961657888427954,0.240414472106989,16,ppt,b06
Wetland,15,1943.27588,0.564769923066667,0.55185659970722,0.142488761344048,15,ppt,b06
Non-wetland,1,821.609614339051,2.73137040579919,3.1545039821829,0.100206121442649,991,ppt,b06
Non-wetland,2,891.793395049073,2.05654794519684,2.93600224130972,0.0685577754303666,1834,ppt,b06
Non-wetland,3,966.571627462331,1.52265744314116,2.06630546684865,0.0581884758105241,1261,ppt,b06
Non-wetland,4,1046.17272127226,1.49267588752417,2.0196270400358,0.101876707664156,393,ppt,b06
Non-wetland,5,1141.01230044346,1.20971707457428,1.73205778239768,0.0815594156059166,451,ppt,b06
Non-wetland,6,1220.63895800241,1.14637793901925,1.49734578597857,0.0519423498209227,831,ppt,b06
Non-wetland,7,1288.98137884914,1.58241420469051,2.55090077475489,0.100597706446103,643,ppt,b06
Non-wetland,8,1359.44635098814,1.50999968294466,1.43948982277545,0.0904999497712193,253,ppt,b06
Non-wetland,9,1450.91215277778,1.74581093183333,2.18431348846637,0.364052248077728,36,ppt,b06
Non-wetland,10,1525.90371,1.02954544485,0.891621411668343,0.199372608668474,20,ppt,b06
Non-wetland,11,1615.57024210526,0.76339713,0.717112020038304,0.164516780344488,19,ppt,b06
Non-wetland,12,1692.80013478261,1.30245938330435,2.01767361058569,0.420714030669698,23,ppt,b06
Non-wetland,13,1774.90221176471,0.688829466647059,0.716764122964316,0.173840834566769,17,ppt,b06
Non-wetland,14,1864.511525,0.817171724166667,0.607142400483136,0.175266914177687,12,ppt,b06
Non-wetland,15,1932.05619375,0.814604371875,0.759703401177113,0.189925850294278,16,ppt,b06
Wetland,1,0.232457548857143,2.24541143839048,3.13426879296557,0.305873314369541,105,wet_sev_z,b06
Wetland,2,0.446139970192308,3.44932176680128,4.36894969071131,0.349795924020454,156,wet_sev_z,b06
Wetland,3,0.663450407603834,2.40920547903514,2.74623250666416,0.155226238895755,313,wet_sev_z,b06
Wetland,4,0.852311948888889,2.15184829402116,3.02325007657772,0.126964569107645,567,wet_sev_z,b06
Wetland,5,1.05520238327485,2.44845918502632,3.17486366133591,0.121393946134059,684,wet_sev_z,b06
Wetland,6,1.25479435901857,3.18327588345889,3.70550481034954,0.134946525903706,754,wet_sev_z,b06
Wetland,7,1.4556087269392,3.10513103436373,3.50663921610476,0.11353163649967,954,wet_sev_z,b06
Wetland,8,1.65916265886076,3.30762865956329,4.16448135038235,0.148165597220131,790,wet_sev_z,b06
Wetland,9,1.85975540047022,3.48127120709405,4.18160105969074,0.165551171295319,638,wet_sev_z,b06
Wetland,10,2.07137838381503,4.50037821325048,4.96571383659978,0.217970645117514,519,wet_sev_z,b06
Wetland,11,2.26036482047059,4.40522108555294,4.73154356903795,0.229513575380652,425,wet_sev_z,b06
Wetland,12,2.47390430598802,4.80291786897006,5.66587746678124,0.310023021496827,334,wet_sev_z,b06
Wetland,13,2.67467136172107,4.50203310350148,5.42809427966114,0.295687136709897,337,wet_sev_z,b06
Wetland,14,2.86778764428571,4.50859514919048,4.91711425371268,0.33931311978385,210,wet_sev_z,b06
Wetland,15,3.08155184918033,4.93676105893443,5.02529076509207,0.454968448498189,122,wet_sev_z,b06
Non-wetland,1,0.23780096076087,1.45293291153261,1.75844917181228,0.129634592845481,184,wet_sev_z,b06
Non-wetland,2,0.443377577868852,2.14694547884699,2.79469119650784,0.206589517820808,183,wet_sev_z,b06
Non-wetland,3,0.657656607201646,1.73828944470782,1.97615336315904,0.126770297353317,243,wet_sev_z,b06
Non-wetland,4,0.851777484543525,1.47181829623567,1.76855688754284,0.0814907998203566,471,wet_sev_z,b06
Non-wetland,5,1.05535616170178,1.41093627394165,1.89281719901657,0.0762019511324382,617,wet_sev_z,b06
Non-wetland,6,1.26097865733737,1.54488308463843,2.60960343422895,0.101501809705959,661,wet_sev_z,b06
Non-wetland,7,1.45719070544835,1.60619273097843,2.17400486519773,0.0732440849142014,881,wet_sev_z,b06
Non-wetland,8,1.66254605103926,1.82086391968014,2.53347314567924,0.0860909220474574,866,wet_sev_z,b06
Non-wetland,9,1.86090083670715,1.8489966629946,2.78080725029709,0.102155506894173,741,wet_sev_z,b06
Non-wetland,10,2.06628089444444,2.02812696575976,3.00086019576995,0.116280970652857,666,wet_sev_z,b06
Non-wetland,11,2.26109106923077,1.87519333275,2.72618530463897,0.126017960285798,468,wet_sev_z,b06
Non-wetland,12,2.4655109987055,1.79662735502589,2.64544780457362,0.150494267507114,309,wet_sev_z,b06
Non-wetland,13,2.6780653,1.900736664841,2.4215591115246,0.156637637560233,239,wet_sev_z,b06
Non-wetland,14,2.85792768496732,2.48001743788889,3.21964993217083,0.260293269565746,153,wet_sev_z,b06
Non-wetland,15,3.08637284893617,2.02884697303191,1.90932239673152,0.196931568594665,94,wet_sev_z,b06
Wetland,1,822.441086499589,4.3618980716516,4.61450740388403,0.132275696813676,1217,ppt,b07
Wetland,2,885.540899592864,4.33481931072826,4.85550596021558,0.103850696302221,2186,ppt,b07
Wetland,3,968.45562400445,4.09481014069856,4.58228150775465,0.152827644769874,899,ppt,b07
Wetland,4,1043.719238875,3.42789235682813,4.13569788549176,0.231192540159043,320,ppt,b07
Wetland,5,1141.68541856678,1.70979013809121,2.57639877532593,0.147042844799886,307,ppt,b07
Wetland,6,1218.36245839737,1.43936766343359,1.9824788465214,0.0656824544795621,911,ppt,b07
Wetland,7,1283.40831533333,1.93431485465667,2.88540580357455,0.117796198660382,600,ppt,b07
Wetland,8,1349.83141066667,2.73229561482667,3.2288581257291,0.18641821080648,300,ppt,b07
Wetland,9,1435.12887727273,1.46222452386364,1.08739738719432,0.163931324151653,44,ppt,b07
Wetland,10,1522.97254,1.2310606,1.01407833074755,0.320679725098383,10,ppt,b07
Wetland,11,1608.68101111111,1.367396188,1.2137330054197,0.233583025801132,27,ppt,b07
Wetland,12,1682.54045833333,1.47752526666667,1.93759999451592,0.559336939207792,12,ppt,b07
Wetland,13,1755.37560666667,2.21940618006667,1.90205029797307,0.491107275179904,15,ppt,b07
Wetland,14,1849.15316666667,2.53181820673333,4.04048232370624,1.04324805002398,15,ppt,b07
Wetland,15,1927.9782375,0.83617424,0.807282773452672,0.201820693363168,16,ppt,b07
Non-wetland,1,822.281839949032,2.55788433572987,2.86113890150265,0.0913491348509335,981,ppt,b07
Non-wetland,2,890.708624869423,2.15213548027856,2.86079329866338,0.0667288632063225,1838,ppt,b07
Non-wetland,3,966.846152216868,1.599321215951,2.1095251087339,0.0597860723353204,1245,ppt,b07
Non-wetland,4,1046.74719827161,1.50094441040988,1.83234840621775,0.0910501243281397,405,ppt,b07
Non-wetland,5,1139.18107135802,1.16942771625185,1.42546955074438,0.0708321514515672,405,ppt,b07
Non-wetland,6,1217.40356544567,1.11712430162759,1.42705862070343,0.0498654637732232,819,ppt,b07
Non-wetland,7,1282.85885044248,1.66555653843215,1.98415168380526,0.0762008863475891,678,ppt,b07
Non-wetland,8,1357.59206415771,1.84973034605735,2.03097900210826,0.12159153236123,279,ppt,b07
Non-wetland,9,1439.94570512821,1.14377104525641,0.882219039762507,0.141268106088867,39,ppt,b07
Non-wetland,10,1532.51245,0.8954545485,0.790655750264593,0.176796000439273,20,ppt,b07
Non-wetland,11,1600.2315875,0.8641098445625,0.772437942967283,0.193109485741821,16,ppt,b07
Non-wetland,12,1687.91400588235,0.466577558352941,0.448252384635377,0.108717172281568,17,ppt,b07
Non-wetland,13,1749.97252857143,1.01352813935714,1.21475957904372,0.324658153720239,14,ppt,b07
Non-wetland,14,1838.03328181818,0.782369162727273,0.543104064379906,0.163752036696834,11,ppt,b07
Non-wetland,15,1930.26041875,0.70691288,0.711178824272104,0.177794706068026,16,ppt,b07
Wetland,1,0.212389092092105,2.45484637534211,3.85826771563648,0.44257365972592,76,wet_sev_z,b07
Wetland,2,0.433964324649682,2.974740114,3.74776985180951,0.299104596473234,157,wet_sev_z,b07
Wetland,3,0.651386706289308,2.68271412234906,3.42321336105173,0.191964273039365,318,wet_sev_z,b07
Wetland,4,0.847154498360071,2.11487636436185,2.73911364302814,0.115645468651602,561,wet_sev_z,b07
Wetland,5,1.05596036753463,2.34473155191967,2.92472885041,0.108847137013518,722,wet_sev_z,b07
Wetland,6,1.26216170640854,2.85545349559813,3.69863029697852,0.135145009760581,749,wet_sev_z,b07
Wetland,7,1.46655755626943,3.00253058134094,3.69930327768165,0.119084786011242,965,wet_sev_z,b07
Wetland,8,1.66910778759791,3.25026829793473,3.92639060561729,0.14186625917855,766,wet_sev_z,b07
Wetland,9,1.87397144077961,3.67449579590405,4.19969520142873,0.162612847611286,667,wet_sev_z,b07
Wetland,10,2.08979596548223,4.3412007849154,4.91260517545805,0.202077574732348,591,wet_sev_z,b07
Wetland,11,2.2897154361949,4.95338892881671,5.69980672676417,0.274550029345492,431,wet_sev_z,b07
Wetland,12,2.50415369615385,4.43643919313609,4.99367428874468,0.27162007327756,338,wet_sev_z,b07
Wetland,13,2.70676411533101,4.48340580621951,5.52449366057063,0.326100549924289,287,wet_sev_z,b07
Wetland,14,2.91794583532934,4.8133862242515,5.37213588409314,0.415708355544159,167,wet_sev_z,b07
Wetland,15,3.11870627142857,5.76238182566327,5.01982027436819,0.50707842233478,98,wet_sev_z,b07
Non-wetland,1,0.230546166368421,1.54681011182632,1.7159625839315,0.124489010071971,190,wet_sev_z,b07
Non-wetland,2,0.427878782752809,1.85327668351124,2.11980774392564,0.158886307865109,178,wet_sev_z,b07
Non-wetland,3,0.651864272043011,1.66637935801434,1.96528772633362,0.117658698552554,279,wet_sev_z,b07
Non-wetland,4,0.84404503843318,1.83798968700691,2.23900451089776,0.107475655799107,434,wet_sev_z,b07
Non-wetland,5,1.05075840302876,1.48843816216582,1.88978001103756,0.0777351624583862,591,wet_sev_z,b07
Non-wetland,6,1.26074549897511,1.53423300334261,1.98902631564445,0.0761079768170024,683,wet_sev_z,b07
Non-wetland,7,1.46613613095768,1.6923310220245,2.34752667634312,0.0783379798218215,898,wet_sev_z,b07
Non-wetland,8,1.67625655472813,1.79972095193735,2.64100571844417,0.0907996469831428,846,wet_sev_z,b07
Non-wetland,9,1.87511417434783,1.95062288003913,2.71305477546413,0.103284230137868,690,wet_sev_z,b07
Non-wetland,10,2.08595300238429,1.79182460676858,2.17392332028901,0.0814140681601457,713,wet_sev_z,b07
Non-wetland,11,2.28617922939866,1.94200877449889,2.66308397042508,0.125678702959505,449,wet_sev_z,b07
Non-wetland,12,2.50537783019481,1.87260920689286,2.25192236523318,0.128315185442162,308,wet_sev_z,b07
Non-wetland,13,2.71468313228346,1.9102037416378,2.04541874024531,0.12834098625053,254,wet_sev_z,b07
Non-wetland,14,2.90432907361111,2.30585704160417,2.42214411573089,0.201845342977574,144,wet_sev_z,b07
Non-wetland,15,3.11528979285714,2.435914200375,3.07014873705225,0.290101787364974,112,wet_sev_z,b07
Wetland,1,821.859808121411,4.40302828057178,4.58092291621685,0.131205225229091,1219,ppt,b08
Wetland,2,886.602459332138,4.26156854771405,4.85019498704282,0.102685568838385,2231,ppt,b08
Wetland,3,969.38793884307,4.58627468193471,4.92350503301209,0.166635398476163,873,ppt,b08
Wetland,4,1044.04639830128,2.99476676900321,3.46811729530304,0.196343478259565,312,ppt,b08
Wetland,5,1143.32166809117,2.14510073221652,3.41064274153607,0.182046641830297,351,ppt,b08
Wetland,6,1222.09033684211,1.48152162748842,2.26103288109764,0.0733575934390085,950,ppt,b08
Wetland,7,1290.05362657658,1.98014839642192,2.60978794821857,0.101127228867495,666,ppt,b08
Wetland,8,1355.46368130081,2.56956950340244,2.93634542164752,0.187214546235261,246,ppt,b08
Wetland,9,1444.81687,1.818750018,1.46210899419905,0.326937510154293,20,ppt,b08
Wetland,10,1529.43413125,1.464646460625,1.69025094874455,0.422562737186139,16,ppt,b08
Wetland,11,1627.298,1.66363633733333,2.38212320367447,0.615061566429699,15,ppt,b08
Wetland,12,1702.08284166667,0.772835487125,1.17869330994101,0.240599764382304,24,ppt,b08
Wetland,13,1776.81265,1.3580086735,1.22094254950117,0.273011053730652,20,ppt,b08
Wetland,14,1866.13993636364,0.952479356363636,1.21839805352412,0.367360835348989,11,ppt,b08
Wetland,15,1941.43730588235,0.625222813941177,0.398323126943239,0.0966075485596052,17,ppt,b08
Non-wetland,1,820.894588315164,2.66821090662339,3.0734160059038,0.0967555231703593,1009,ppt,b08
Non-wetland,2,891.425667590429,2.02615820053701,2.76824079794527,0.0653025027851949,1797,ppt,b08
Non-wetland,3,966.684753149425,1.53602839416322,1.93674582409259,0.0536126621054988,1305,ppt,b08
Non-wetland,4,1046.39014700508,1.42435848024365,1.71313429734558,0.0863064590571241,394,ppt,b08
Non-wetland,5,1141.79283664459,1.2152649140574,1.62709302988016,0.0764474993041343,453,ppt,b08
Non-wetland,6,1220.19145970982,1.17015618305469,1.47571525094357,0.0493001863345354,896,ppt,b08
Non-wetland,7,1289.24437895522,1.56136759687612,1.89979215432184,0.0733953741031104,670,ppt,b08
Non-wetland,8,1357.67633918367,1.96360888723265,1.93958078169125,0.123915270734681,245,ppt,b08
Non-wetland,9,1447.62584848485,1.54899644642424,1.72043441895266,0.299489190876782,33,ppt,b08
Non-wetland,10,1534.152875,1.00560605825,0.989163783684404,0.221183746119923,20,ppt,b08
Non-wetland,11,1613.76352857143,1.53279218071429,2.91216018117105,0.778307546667684,14,ppt,b08
Non-wetland,12,1701.875048,0.66454545704,0.808989354167117,0.161797870833423,25,ppt,b08
Non-wetland,13,1782.34882857143,0.964285736428571,0.863694786321978,0.230832141225698,14,ppt,b08
Non-wetland,14,1862.28320909091,0.808769524545455,0.595805595026839,0.179642146063497,11,ppt,b08
Non-wetland,15,1942.24354285714,0.658104868571429,0.355673749492534,0.0776143752265856,21,ppt,b08
Wetland,1,0.252099269684211,1.76556605654737,1.86242604886916,0.191080880849924,95,wet_sev_z,b08
Wetland,2,0.444341958145695,2.70164491786093,3.1596357720932,0.257127512524995,151,wet_sev_z,b08
Wetland,3,0.676038083343109,2.68188590097067,3.3767599173767,0.182861801731682,341,wet_sev_z,b08
Wetland,4,0.873130835396825,1.98600114246032,2.64618744149276,0.105426631191118,630,wet_sev_z,b08
Wetland,5,1.07437442167553,2.39293159407846,3.19495757859757,0.116508115009567,752,wet_sev_z,b08
Wetland,6,1.28062944526445,3.03975087192374,3.72926732546781,0.130791115326939,813,wet_sev_z,b08
Wetland,7,1.4825662894572,3.04885894833925,3.65707619602509,0.118154768745842,958,wet_sev_z,b08
Wetland,8,1.68940458757842,3.2118845928921,3.86093402206593,0.136761299725351,797,wet_sev_z,b08
Wetland,9,1.8898743458042,3.66380898195629,4.36521197191427,0.18251868167503,572,wet_sev_z,b08
Wetland,10,2.09810023653846,4.50571317469406,4.49447518426326,0.187923448100765,572,wet_sev_z,b08
Wetland,11,2.30082843559322,5.44288307265617,5.91360313263487,0.290989386867482,413,wet_sev_z,b08
Wetland,12,2.51464480574713,4.35550993321839,5.44767652514983,0.292026114417736,348,wet_sev_z,b08
Wetland,13,2.71492329178571,4.33536737635714,5.07175945197226,0.303095599832969,280,wet_sev_z,b08
Wetland,14,2.91508010685714,5.39051944771429,6.15224380286213,0.465065917354614,175,wet_sev_z,b08
Wetland,15,3.12177677653061,4.8762832272449,4.04443738772442,0.408549871849192,98,wet_sev_z,b08
Non-wetland,1,0.254139719545455,1.56527741982386,2.06430545624337,0.155602878432788,176,wet_sev_z,b08
Non-wetland,2,0.455583114752475,2.00799578429208,2.68254544237579,0.188743238688304,202,wet_sev_z,b08
Non-wetland,3,0.675922309609121,1.82324896237459,1.84600106319238,0.10535684554542,307,wet_sev_z,b08
Non-wetland,4,0.872234549437751,1.5243074425,1.87262164566829,0.0839141824467931,498,wet_sev_z,b08
Non-wetland,5,1.07398059132638,1.43535351283458,1.89561029063258,0.0731792236152457,671,wet_sev_z,b08
Non-wetland,6,1.28599463940741,1.67282958035704,2.13785104417182,0.0822859250559949,675,wet_sev_z,b08
Non-wetland,7,1.48519333242961,1.85395184368405,2.55796280514146,0.0826009270632429,959,wet_sev_z,b08
Non-wetland,8,1.6877829010181,1.52095104412783,2.02847338105602,0.0682249428391051,884,wet_sev_z,b08
Non-wetland,9,1.89558528753709,1.73758919518249,2.30557590106022,0.0888074654976438,674,wet_sev_z,b08
Non-wetland,10,2.10097721866667,1.89633256034815,2.90260584524154,0.111721351073439,675,wet_sev_z,b08
Non-wetland,11,2.29758764133949,1.96687950337644,2.77063189296879,0.133148071617171,433,wet_sev_z,b08
Non-wetland,12,2.51041303950178,1.8569314113452,2.51390513236938,0.149967007220379,281,wet_sev_z,b08
Non-wetland,13,2.71543322938597,1.8821599820614,2.08994773523202,0.138410169994481,228,wet_sev_z,b08
Non-wetland,14,2.90153512965517,2.18872314941379,2.02652909387344,0.168294081038284,145,wet_sev_z,b08
Non-wetland,15,3.11295116933333,1.9672905996,2.27466882445564,0.262656131623343,75,wet_sev_z,b08
Wetland,1,824.264961189759,4.3996675801762,4.65611513999099,0.127768758191976,1328,ppt,b09
Wetland,2,890.099429280806,4.42197620993267,4.99766907245425,0.106964736950443,2183,ppt,b09
Wetland,3,973.877463485194,4.0784763308041,4.72828634948605,0.159571935216726,878,ppt,b09
Wetland,4,1049.05572084559,3.07663465609559,3.82186826245998,0.231734801960564,272,ppt,b09
Wetland,5,1152.57487454545,1.60638705825714,3.10831987546902,0.158414649462254,385,ppt,b09
Wetland,6,1230.49682295539,1.6196074903448,2.81635972337967,0.0858582414884123,1076,ppt,b09
Wetland,7,1305.55757745572,2.50760269180676,3.14130710366962,0.126056311826551,621,ppt,b09
